Type;Name;Country Code;Area (km²);1990;2000;2010;2011;2012;2013;2014;2015;2016;2017;2018
Country;Peru;PER;1285220;22071433;26459944;29027674;29264318;29506788;29773987;30090359;30470734;30926032;31444297;31989256
Country;Philippines;PHL;300000;61895160;77991755;93966780;95570047;97212638;98871552;100513138;102113212;103663927;105173264;106651922
Country;Poland;POL;312685;38110782;38258629;38042794;38063255;38063164;38040196;38011735;37986412;37970087;37974826;37978548
Country;Portugal;PRT;92391;9983218;10289898;10573100;10557560;10514844;10457295;10401062;10358076;10325452;10300300;10281762
Country;Puerto Rico;PRI;13790;3537000;3810605;3721525;3678732;3634488;3593077;3534874;3473166;3406495;3325001;3195153
Country;Qatar;QAT;11437;476278;592468;1856327;2035871;2196074;2336574;2459198;2565710;2654374;2724724;2781677
Country;Romania;ROU;237500;23201835;22442971;20246871;20147528;20058035;19983693;19908979;19815481;19702332;19587491;19473936
Country;Russian Federation;RUS;17075200;148292000;146596557;142849449;142960868;143201676;143506911;143819666;144096870;144342396;144496740;144478050
Country;Rwanda;RWA;26338;7288882;7933681;10039338;10293331;10549678;10811543;11083635;11369071;11668818;11980937;12301939
Country;Samoa;WSM;2944;162803;174454;185949;187469;189088;190717;192221;193513;194535;195352;196130
Country;San Marino;SMR;61;24125;27462;31229;31661;32105;32553;32948;33272;33504;33671;33785
Country;Sao Tome and Principe;STP;1001;119209;142262;180371;184524;188404;192087;195727;199432;203227;207089;211028
Country;Saudi Arabia;SAU;1960582;16233785;20663843;27421461;28267685;29155187;30052518;30916994;31717667;32442572;33099147;33699947
Country;Senegal;SEN;196190;7526307;9797734;12678148;13033809;13401991;13782420;14174731;14578459;14993528;15419381;15854360
Country;Serbia;SRB;88361;7586000;7516346;7291436;7234099;7199077;7164132;7130576;7095383;7058322;7020858;6982084
Country;Seychelles;SYC;455;69507;81131;89770;87441;88303;89949;91359;93419;94677;95843;96762
Country;Sierra Leone;SLE;71740;4319762;4584571;6415634;6563240;6712581;6863980;7017144;7171914;7328838;7488431;7650154
Country;Singapore;SGP;693;3047132;4027887;5076732;5183688;5312437;5399162;5469724;5535002;5607283;5612253;5638676
Country;Slovak Republic;SVK;48845;5299187;5388720;5391428;5398384;5407579;5413393;5418649;5423801;5430798;5439232;5447011
Country;Slovenia;SVN;20273;1998161;1988925;2048583;2052843;2057159;2059953;2061980;2063531;2065042;2066388;2067372
Country;Solomon Islands;SLB;28450;311866;412660;527861;541521;556064;571335;587079;603118;619437;636038;652858
Country;Somalia;SOM;637657;7225092;8872254;12043883;12376302;12715510;13063706;13423576;13797201;14185613;14589119;15008154
Country;South Africa;ZAF;1219912;36800509;44967708;51216964;52004172;52834005;53689236;54545991;55386367;56203654;57000451;57779622
Country;Spain;ESP;504782;38867322;40567864;46576897;46742697;46773055;46620045;46480882;46444832;46483569;46593236;46723749
Country;Sri Lanka;LKA;65610;17325773;18777601;20261737;20398670;20425000;20585000;20778000;20970000;21203000;21444000;21670000
Country;St. Kitts and Nevis;KNA;261;40259;44074;49016;49447;49887;50331;50774;51203;51625;52045;52441
Country;St. Lucia;LCA;616;138020;156729;174085;175544;176646;177513;178296;179126;180024;180955;181889
Country;St. Vincent and the Grenadines;VCT;389;107484;107784;108255;108316;108435;108622;108861;109148;109459;109827;110210
Country;Sudan;SDN;2505810;20147590;27275015;34545013;35349681;36193783;37072550;37977655;38902950;39847440;40813396;41801533
Country;Suriname;SUR;163270;405168;470949;529131;535179;541245;547291;553273;559143;564888;570496;575991
Country;Sweden;SWE;449964;8558835;8872109;9378126;9449213;9519374;9600379;9696110;9799186;9923085;10057698;10183175
Country;Switzerland;CHE;41290;6715519;7184250;7824909;7912398;7996861;8089346;8188649;8282396;8373338;8451840;8516543
Country;Syrian Arab Republic;SYR;185180;12446171;16410848;21362529;21082966;20442541;19584274;18715672;17997408;17453933;17068002;16906283
Country;Tajikistan;TJK;143100;5283814;6216341;7527394;7697510;7874835;8059769;8252833;8454028;8663579;8880268;9100837
Country;Tanzania;TZA;945087;25203845;33499180;44346525;45673338;47052481;48482266;49959822;51482633;53050790;54663906;56318348
Country;Thailand;THA;514000;56558186;62952642;67195028;67518382;67835957;68144501;68438730;68714511;68971331;69209858;69428524
Country;Togo;TGO;56785;3774312;4924402;6421679;6595943;6773807;6954721;7137997;7323158;7509952;7698475;7889094
Country;Tonga;TON;748;95069;97973;103986;103562;102737;101768;101028;100781;101133;101998;103197
Country;Trinidad and Tobago;TTO;5128;1221116;1267153;1328147;1336178;1344817;1353700;1362342;1370328;1377564;1384072;1389858
Country;Tunisia;TUN;163610;8242496;9708350;10635244;10741880;10847002;10952951;11063201;11179949;11303946;11433443;11565204
Country;Turkey;TUR;780580;53921760;63240194;72326988;73443863;74653016;75928564;77231907;78529409;79821724;81101892;82319724
Country;Turkmenistan;TKM;488100;3683967;4516133;5087213;5174085;5267900;5366375;5466328;5565287;5662372;5757669;5850908
Country;Turks and Caicos Islands;TCA;430;12111;20164;32660;33377;34066;34731;35369;35981;36559;37115;37665
Country;Tuvalu;TUV;26;8913;9394;10530;10633;10739;10857;10972;11099;11225;11370;11508
Country;Uganda;UGA;236040;17354392;23650172;32428167;33476919;34559168;35695246;36912148;38225453;39647506;41162465;42723139
Country;Ukraine;UKR;603700;51892000;49175848;45870700;45706100;45593300;45489600;45271947;45154029;45004645;44831135;44622516
Country;United Arab Emirates;ARE;82880;1828432;3134062;8549988;8946777;9141596;9197910;9214175;9262900;9360980;9487203;9630959
Country;United Kingdom;GBR;244820;57247586;58892514;62766365;63258918;63700300;64128226;64613160;65128861;65595565;66058859;66488991
Country;United States;USA;9631420;249623000;282162411;309326085;311580009;313874218;316057727;318386421;320742673;323071342;325147121;327167434
Country;Uruguay;URY;176220;3109601;3319736;3359275;3368934;3378974;3389439;3400434;3412009;3424132;3436646;3449299
Country;Uzbekistan;UZB;447400;20510000;24650400;28562400;29339400;29774500;30243200;30757700;31298900;31847900;32388600;32955400
Country;Vanuatu;VUT;12200;146573;184972;236211;242653;249499;256635;263888;271130;278330;285510;292680
Country;Venezuela, RB;VEN;912050;19632665;24192446;28439940;28888369;29362449;29783571;30045134;30081829;29846179;29390409;28870195
Country;Vietnam;VNM;329560;67988862;79910412;87967651;88871561;89802487;90753472;91714595;92677076;93638724;94596642;95540395
Country;Virgin Islands (U.S.);VIR;1910;103963;108642;108358;108292;108191;108044;107884;107710;107510;107268;106977
Country;West Bank and Gaza;PSE;5860;1978248;2922153;3786161;3882986;3979998;4076708;4173398;4270092;4367088;4454805;4569087
Country;Yemen, Rep.;YEM;527970;11709993;17409072;23154855;23807588;24473178;25147109;25823485;26497889;27168210;27834821;28498687
Country;Zambia;ZMB;752614;8036845;10415944;13605984;14023193;14465121;14926504;15399753;15879361;16363507;16853688;17351822
Country;Zimbabwe;ZWE;390580;10432421;11881477;12697723;12894316;13115131;13350356;13586681;13814629;14030390;14236745;14439018
World;World;WLD;;5281340078;6115108363;6922947261;7004011262;7086993625;7170961674;7255653881;7340548192;7426103221;7510990456;7594270356
